10027337	p53
10029438	p53
10066952	Gemcitabine
10067905	breast cancer	ovarian cancer
10074652	colon cancer
10076729	Gemcitabine
10080603	Gemcitabine
10081492	colon cancer	breast cancer	ovarian cancer
10090407	p53	pancreatic ductal adenocarcinoma
10090408	p53
10193333	p53
10198261	Diabetes	diabetes mellitus
10200331	Gemcitabine
10208958	Diabetes	hereditary pancreatitis
10210540	p53
10214854	breast cancer
10217035	Gemcitabine
10217065	p53	pancreatic ductal adenocarcinoma
10218465	p53	breast cancer
10219051	colon cancer
10220513	SMAD4
10221814	colon cancer
10231841	SMAD4
10235079	Gemcitabine
10235081	Gemcitabine
10235466	breast cancer	ovarian cancer
10235580	colon cancer
10323357	hereditary pancreatitis
10326029	ovarian cancer
10338905	Gemcitabine
10340887	Gemcitabine
10341297	p53	Gemcitabine
10353750	p53
10354843	breast cancer
10355571	colon cancer
10360221	pancreatic ductal adenocarcinoma
10362809	STK11	Peutz-Jeghers syndrome
10365829	CDKN2	p53
10372419	breast cancer
10376382	Gemcitabine
10388042	Gemcitabine
10388102	Gemcitabine
10389330	Diabetes	diabetes mellitus
10396313	Gemcitabine
10396317	breast cancer	Gemcitabine
10398932	colon cancer
10408405	Gemcitabine
10408907	SMAD4
10411143	colon cancer	breast cancer
10415848	SMAD4
10415855	SMAD4	p53
10415856	SMAD4	p53
10415858	p53
10415865	hereditary pancreatitis
10415873	p53
10416688	p53
10416883	Gemcitabine
10422555	colon cancer
10429976	colon cancer
10433620	BRCA2	breast cancer	ovarian cancer	breast-ovarian cancer
10436774	BRCA2	STK11	p53	Peutz-Jeghers syndrome
10436775	BRCA2	p53
10436789	BRCA2	STK11	Peutz-Jeghers syndrome
10436791	Diabetes
10436798	p53
10436800	p53
10436807	Diabetes	diabetes mellitus	hereditary pancreatitis
10436809	p53	ovarian cancer
10436811	SMAD4	p53	Diabetes	diabetes mellitus
10436812	Gemcitabine
10436820	breast cancer
10436829	Gemcitabine
10436830	Gemcitabine
10436842	p53
10436844	p53
10436846	Gemcitabine
10440999	pancreatic ductal adenocarcinoma
10443271	breast cancer
10444810	Diabetes	diabetes mellitus
10445844	p53
10449826	Gemcitabine
10449972	SMAD4	p53
10452205	colon cancer	Gemcitabine
10457902	p53	colon cancer
10462539	p53	colon cancer
10464647	hereditary pancreatitis
10468299	Gemcitabine
10468306	colon cancer	Diabetes	diabetes mellitus
10470171	Gemcitabine
10470175	Gemcitabine
10470321	hereditary pancreatitis
10470520	Diabetes
10473098	p53
10479227	colon cancer	Diabetes	diabetes mellitus
10479724	SMAD4	juvenile polyposis syndrome
10481119	p53
10482694	breast cancer
10486610	p53	pancreatic ductal adenocarcinoma	Gemcitabine
10487520	SMAD4	breast cancer
10487548	Gemcitabine
10497622	Diabetes	diabetes mellitus
10498890	SMAD4
10505717	SMAD4
10508477	CDKN2A	breast cancer
10509949	Diabetes
10520377	Gemcitabine
10520930	Diabetes	diabetes mellitus
10521973	pancreatic ductal adenocarcinoma
10522044	p53
10522306	Gemcitabine
10534572	p53
10537956	Gemcitabine
10541971	breast cancer	ovarian cancer	Gemcitabine
10545726	Diabetes	diabetes mellitus
10547195	p53	Gemcitabine
10547197	pancreatic ductal adenocarcinoma
10549093	Gemcitabine
10550827	Gemcitabine
10555999	Diabetes	diabetes mellitus
10560390	colon cancer
10561277	Gemcitabine
10566154	p53
10573201	Gemcitabine
10575908	breast cancer
10594206	Diabetes	pancreatic ductal adenocarcinoma
10598554	colon cancer	breast cancer
10620518	breast cancer
10623651	SMAD4	MADH4
10624116	p53
10630172	CDKN2A
10631469	Gemcitabine
10635450	Gemcitabine
10638042	p53
10644462	pancreatic ductal adenocarcinoma
10653140	hereditary pancreatitis
10658530	p53
1065880	colon cancer	breast cancer
10660490	p53
10667595	BRCA1	BRCA2
10668494	colon cancer
10673529	Gemcitabine
10680837	p53
10697625	breast cancer
10700886	colon cancer
10719365	CDKN2A
10720068	Diabetes	diabetes mellitus
10732293	p53
10734643	SMAD4	p53
10737382	Gemcitabine
10737712	p53
10741725	colon cancer	breast cancer
10743396	breast cancer
10750666	p53
10760829	p53
10762604	SMAD4
10762639	Gemcitabine
10765123	Gemcitabine
10765130	colon cancer
10766180	breast cancer
10766191	SMAD4
10768705	pancreatic ductal adenocarcinoma
10769633	SMAD4
10769645	Gemcitabine
10773876	SMAD4
10778991	Gemcitabine
10781373	p53
10793087	BRCA2	pancreatic ductal adenocarcinoma
10803831	colon cancer
10810347	SMAD4	ovarian cancer
10811472	p53	Gemcitabine
10815119	Diabetes
10816343	breast cancer
10823002	Gemcitabine
10829519	hereditary pancreatitis
10830140	p53	Gemcitabine
10832437	Gemcitabine
10839289	Gemcitabine
10846568	colon cancer
10850439	Gemcitabine
10854561	Gemcitabine
10861313	CDKN2A
10862198	SMAD4
10866312	Gemcitabine
10870164	Gemcitabine
10872414	hereditary pancreatitis
10872416	hereditary pancreatitis
10872426	hereditary pancreatitis
10872428	hereditary pancreatitis	pancreatic ductal adenocarcinoma
10872429	hereditary pancreatitis
10873061	KRAS2
10875462	Gemcitabine
10878450	colon cancer
10881935	Gemcitabine
10891365	pancreatic ductal adenocarcinoma
10892054	Diabetes
10893442	MEN1
10895197	Gemcitabine
10897674	colon cancer	breast cancer
10905561	colon cancer
10907950	Gemcitabine
10909469	p53
10918198	colon cancer
10920491	colon cancer
10922411	CDKN2A	breast cancer
10928807	hereditary pancreatitis
10935512	pancreatic ductal adenocarcinoma
10942980	Gemcitabine
10945025	breast cancer
10945029	Gemcitabine
10948732	breast cancer
10950039	p53
10950061	KRAS	SMAD4	TP53	pancreatic ductal adenocarcinoma
10950464	Gemcitabine
10952405	Gemcitabine
10955735	colon cancer
10955861	colon cancer	Gemcitabine
10956390	CDKN2A
10958327	colon cancer
10975709	SMAD4
10980943	hereditary pancreatitis
10993648	SMAD4
11000613	Gemcitabine
11014130	Diabetes	diabetes mellitus	hereditary pancreatitis
11015084	p53
11020903	Peutz-Jeghers syndrome
11021485	Diabetes	diabetes mellitus
11025248	Diabetes	diabetes mellitus
11030605	hereditary pancreatitis
11034044	Gemcitabine
11034087	Gemcitabine
11034810	colon cancer	Gemcitabine
11039519	colon cancer
11040453	SMAD4
1104153	Diabetes
11045430	pancreatic ductal adenocarcinoma
11050472	colon cancer	breast cancer	ovarian cancer
11060735	Gemcitabine
11062701	Gemcitabine
11062709	hereditary pancreatitis
11068508	Gemcitabine
11075991	BRCA2	TP53	p53
11077487	SMAD4	p53	pancreatic ductal adenocarcinoma
11081453	Gemcitabine
11085530	Gemcitabine
11091610	BRCA1	BRCA2	breast cancer
11097231	p53	Diabetes
11100374	Gemcitabine
11102889	p53	pancreatic ductal adenocarcinoma
11106115	Gemcitabine
11106121	Gemcitabine
11113097	CDKN2
11115575	SMAD4	p53
11125940	Gemcitabine
11135318	colon cancer	breast cancer	Diabetes	diabetes mellitus
11135319	SMAD4	p53
11135321	Diabetes	diabetes mellitus
11135322	Diabetes	diabetes mellitus
11142479	Gemcitabine
11142526	Diabetes
11142685	Gemcitabine
11150902	Gemcitabine
11150907	Gemcitabine
11156628	BRCA1
11156648	PRSS1	hereditary pancreatitis
11159909	SMAD4	p53
11169959	KRAS	CDKN2A	MADH4	TP53
11172670	Gemcitabine
11172947	Gemcitabine
11180876	p53	pancreatic ductal adenocarcinoma
